ElementID,Action,N1,N2,N3,N4
70697,TRIA,20281,20280,87058,0
70705,TRIA,87060,87065,20280,0
72079,TRIA,88829,20326,88824,0
72121,TRIA,20326,88822,20327,0
128999,TRIA,149441,20311,149436,0
129007,TRIA,20311,149434,20312,0
129145,TRIA,20341,149593,20342,0
129153,TRIA,149600,20341,149595,0
129293,TRIA,20356,149754,20357,0
129301,TRIA,149761,20356,149756,0
