ElementID,Action,N1,N2,N3,N4
187233,TRIA,48673,109450,60032,0
187533,TRIA,105230,48453,109371,0
187537,DELETE,0,0,0,0
187548,TRIA,48452,111843,59977,0
187848,TRIA,105240,47818,111764,0
187852,DELETE,0,0,0,0
187863,TRIA,47817,110490,59922,0
188163,TRIA,105215,48717,110411,0
188169,TRIA,109284,58309,58308,0
188207,TRIA,58131,109371,58132,0
188532,TRIA,57971,111764,57972,0
188857,TRIA,56798,110411,57812,0
189172,DELETE,0,0,0,0
189548,TRIA,48674,109284,105220,0
190691,DELETE,0,0,0,0
192275,DELETE,0,0,0,0
192276,DELETE,0,0,0,0
192277,DELETE,0,0,0,0
192278,DELETE,0,0,0,0
192279,DELETE,0,0,0,0
192280,DELETE,0,0,0,0
192281,DELETE,0,0,0,0
192282,DELETE,0,0,0,0
192283,DELETE,0,0,0,0
192284,DELETE,0,0,0,0
192285,DELETE,0,0,0,0
192286,DELETE,0,0,0,0
192287,DELETE,0,0,0,0
192288,TRIA,221210,221212,221209,0
192308,TRIA,115325,221251,115323,0
192325,DELETE,0,0,0,0
192326,DELETE,0,0,0,0
192327,DELETE,0,0,0,0
192328,DELETE,0,0,0,0
192329,DELETE,0,0,0,0
192330,DELETE,0,0,0,0
192331,DELETE,0,0,0,0
192332,DELETE,0,0,0,0
192333,DELETE,0,0,0,0
192334,DELETE,0,0,0,0
192335,DELETE,0,0,0,0
192336,DELETE,0,0,0,0
192337,DELETE,0,0,0,0
192338,TRIA,221283,221285,221282,0
192346,TRIA,221297,115662,115663,0
192363,DELETE,0,0,0,0
192364,DELETE,0,0,0,0
192365,DELETE,0,0,0,0
192366,DELETE,0,0,0,0
192367,DELETE,0,0,0,0
192368,DELETE,0,0,0,0
192369,DELETE,0,0,0,0
192370,DELETE,0,0,0,0
192371,DELETE,0,0,0,0
192372,DELETE,0,0,0,0
192373,DELETE,0,0,0,0
192374,DELETE,0,0,0,0
192375,DELETE,0,0,0,0
192376,TRIA,221336,221338,221335,0
193668,REORDER,221957,64624,222920,63744
196054,REORDER,73333,224617,72774,225582
230659,TRIA,208691,261621,208692,0
230810,TRIA,208946,208944,261828,0
232587,DELETE,0,0,0,0
232588,DELETE,0,0,0,0
232589,DELETE,0,0,0,0
232590,DELETE,0,0,0,0
232592,DELETE,0,0,0,0
232594,DELETE,0,0,0,0
232595,DELETE,0,0,0,0
232598,TRIA,264331,264351,136341,0
232609,TRIA,263139,68818,68587,0
232943,TRIA,264765,67235,146298,0
233219,DELETE,0,0,0,0
233909,TRIA,265839,265927,34407,0
233952,TRIA,265969,264073,34364,0
234048,TRIA,142354,266103,266100,0
234084,REORDER,71165,266169,71164,266217
234089,REORDER,266210,71042,266218,71041
234111,TRIA,154509,266165,154426,0
234284,DELETE,0,0,0,0
234343,TRIA,115324,115322,190542,0
234560,DELETE,0,0,0,0
234619,TRIA,115664,190643,115665,0
234681,TRIA,266953,266935,266950,0
234765,DELETE,0,0,0,0
234784,DELETE,0,0,0,0
234785,DELETE,0,0,0,0
234786,DELETE,0,0,0,0
234787,DELETE,0,0,0,0
234788,DELETE,0,0,0,0
234789,TRIA,264322,267093,264321,0
248361,REORDER,283210,281605,284433,281604
251003,DELETE,0,0,0,0
252162,TRIA,287706,287707,284818,0
255556,REORDER,292005,289195,292364,289366
256419,DELETE,0,0,0,0
257917,DELETE,0,0,0,0
266353,TRIA,294500,290842,304179,0
272851,DELETE,0,0,0,0
273094,TRIA,311196,311533,311194,0
273779,DELETE,0,0,0,0
274024,TRIA,313232,311196,311195,0
277202,DELETE,0,0,0,0
278674,TRIA,318618,317698,311194,0
283161,TRIA,71590,323620,323623,0
283265,DELETE,0,0,0,0
283513,TRIA,323890,15343,15342,0
283599,DELETE,0,0,0,0
286833,DELETE,0,0,0,0
286872,DELETE,0,0,0,0
286902,TRIA,11110,324625,11112,0
287006,REORDER,328167,327434,327819,79870
287044,DELETE,0,0,0,0
287080,TRIA,262325,136246,327557,0
287086,DELETE,0,0,0,0
287130,TRIA,118543,74291,327543,0
287182,TRIA,74304,325280,74305,0
287433,TRIA,324732,74304,327528,0
287447,TRIA,136246,324721,136248,0
287462,TRIA,73828,328009,327446,0
288135,TRIA,328917,11111,262182,0
290198,TRIA,83188,326091,331191,0
290289,DELETE,0,0,0,0
290290,DELETE,0,0,0,0
290291,DELETE,0,0,0,0
290292,DELETE,0,0,0,0
290293,DELETE,0,0,0,0
290294,DELETE,0,0,0,0
290295,DELETE,0,0,0,0
290296,DELETE,0,0,0,0
290297,DELETE,0,0,0,0
290298,DELETE,0,0,0,0
290299,DELETE,0,0,0,0
290300,DELETE,0,0,0,0
290301,DELETE,0,0,0,0
290306,TRIA,327325,74396,74395,0
290402,DELETE,0,0,0,0
290403,DELETE,0,0,0,0
290404,DELETE,0,0,0,0
290405,DELETE,0,0,0,0
290406,DELETE,0,0,0,0
290407,DELETE,0,0,0,0
290408,DELETE,0,0,0,0
290409,DELETE,0,0,0,0
290410,DELETE,0,0,0,0
290411,DELETE,0,0,0,0
290412,DELETE,0,0,0,0
290413,DELETE,0,0,0,0
290414,DELETE,0,0,0,0
290983,TRIA,66792,66791,145149,0
291188,TRIA,329864,332201,34365,0
291231,TRIA,332243,323444,34408,0
291240,REORDER,76449,332451,76448,332390
291264,REORDER,332388,71726,332453,71727
291281,DELETE,0,0,0,0
291316,DELETE,0,0,0,0
291336,TRIA,157917,157915,325324,0
291429,DELETE,0,0,0,0
291443,DELETE,0,0,0,0
291444,TRIA,17897,17898,263279,0
291486,DELETE,0,0,0,0
291503,DELETE,0,0,0,0
291506,TRIA,325366,332789,156192,0
291735,TRIA,17899,17897,326586,0
291888,TRIA,157915,157916,262520,0
291955,TRIA,262509,156193,156191,0
291992,REORDER,333234,138428,333305,138429
292008,REORDER,117392,333306,117391,333248
292036,REORDER,333246,117527,333307,117528
292052,TRIA,333130,71500,327368,0
292083,REORDER,138579,333308,138578,333236
292087,DELETE,0,0,0,0
292174,TRIA,325323,157961,157960,0
292253,TRIA,156237,325367,156235,0
292358,TRIA,326585,17949,17948,0
292602,TRIA,17949,263229,17947,0
292633,TRIA,157966,140284,142355,0
292661,TRIA,262454,157959,157961,0
292702,TRIA,156237,156236,262465,0
292887,TRIA,182096,154762,334064,0
292912,REORDER,66952,334260,66953,334319
292918,REORDER,334263,67418,334320,67363
292954,REORDER,334262,67088,334321,67089
293005,REORDER,67264,334306,67207,334322
293405,TRIA,115323,221251,115322,0
293723,TRIA,115663,115665,221297,0
294391,TRIA,264315,335710,335712,0
294486,TRIA,335858,335859,335899,0
301189,DELETE,0,0,0,0
303929,DELETE,0,0,0,0
310983,TRIA,206622,353633,353632,0
311297,TRIA,353713,206596,352970,0
311816,TRIA,205821,354456,205820,0
312127,TRIA,206596,354196,206595,0
314318,TRIA,290843,354606,304194,0
315689,DELETE,0,0,0,0
317056,TRIA,358545,359239,311195,0
324614,TRIA,367618,368901,367617,0
327467,TRIA,372166,365163,365164,0
332140,TRIA,374619,376597,377176,0
335140,TRIA,374620,380772,376596,0
338068,DELETE,0,0,0,0
338069,DELETE,0,0,0,0
338070,DELETE,0,0,0,0
338071,DELETE,0,0,0,0
338072,DELETE,0,0,0,0
338073,DELETE,0,0,0,0
338074,DELETE,0,0,0,0
338075,DELETE,0,0,0,0
338076,DELETE,0,0,0,0
338077,DELETE,0,0,0,0
338078,DELETE,0,0,0,0
338079,DELETE,0,0,0,0
338080,DELETE,0,0,0,0
338081,DELETE,0,0,0,0
338082,DELETE,0,0,0,0
338532,DELETE,0,0,0,0
338533,DELETE,0,0,0,0
338534,DELETE,0,0,0,0
338535,DELETE,0,0,0,0
338536,DELETE,0,0,0,0
338537,DELETE,0,0,0,0
338538,DELETE,0,0,0,0
338539,DELETE,0,0,0,0
338540,DELETE,0,0,0,0
338541,DELETE,0,0,0,0
338542,DELETE,0,0,0,0
338543,DELETE,0,0,0,0
338544,DELETE,0,0,0,0
338545,DELETE,0,0,0,0
338546,DELETE,0,0,0,0
338615,REORDER,383564,383527,383526,383566
341156,TRIA,373429,385402,287617,0
341500,TRIA,304194,381686,386841,0
342050,DELETE,0,0,0,0
342826,DELETE,0,0,0,0
354428,TRIA,400348,401000,397910,0
356271,TRIA,403233,400349,403153,0
359407,TRIA,406187,382575,405707,0
361124,TRIA,407797,407798,382577,0
361300,DELETE,0,0,0,0
362375,DELETE,0,0,0,0
363235,DELETE,0,0,0,0
366844,DELETE,0,0,0,0
367924,DELETE,0,0,0,0
368782,DELETE,0,0,0,0
370579,DELETE,0,0,0,0
371138,TRIA,383109,383111,418952,0
372840,TRIA,420677,420678,418549,0
374598,REORDER,383526,422580,422578,383527
374677,TRIA,422693,422694,422691,0
375300,TRIA,422690,423187,422692,0
376610,TRIA,424561,424562,424559,0
376611,DELETE,0,0,0,0
376924,TRIA,424884,424788,424883,0
377671,TRIA,424560,424702,424806,0
377901,TRIA,424787,425994,425995,0
381262,TRIA,208690,429499,429981,0
381881,TRIA,208691,429481,261621,0
382045,TRIA,284818,430293,373429,0
382212,TRIA,208945,431060,430433,0
382819,TRIA,261828,430436,208946,0
384218,TRIA,431528,381686,290842,0
388873,TRIA,438464,438465,422692,0
390020,DELETE,0,0,0,0
391035,DELETE,0,0,0,0
393143,DELETE,0,0,0,0
410563,DELETE,0,0,0,0
413577,TRIA,465633,465634,437842,0
420133,REORDER,472665,472667,472666,460495
420147,REORDER,460495,472669,460496,472665
423289,REORDER,476097,475415,476098,476099
423304,REORDER,475414,476097,475415,476101
429105,DELETE,0,0,0,0
433725,TRIA,486953,486954,424787,0
436786,TRIA,490122,490123,486341,0
444565,REORDER,498215,461424,498216,498217
444580,REORDER,461423,498215,461424,498219
445533,TRIA,499849,499319,499133,0
447901,REORDER,501859,501861,501860,500856
447915,REORDER,500856,501863,500855,501859
449533,TRIA,503955,499134,499319,0
460377,DELETE,0,0,0,0
476188,TRIA,532101,532128,531726,0
476390,TRIA,48728,532182,532177,0
476502,TRIA,532231,532236,532071,0
476527,TRIA,46186,532290,532263,0
477631,TRIA,534047,534074,533672,0
477833,TRIA,47829,534128,534123,0
477945,TRIA,534177,534182,534017,0
477970,TRIA,46759,534236,534209,0
478081,TRIA,534612,534639,534237,0
478283,TRIA,48464,534693,534688,0
478395,TRIA,534742,534747,534582,0
478420,TRIA,46806,534801,534774,0
478531,TRIA,46853,535204,535177,0
478733,TRIA,535253,535258,535093,0
478845,TRIA,48685,535312,535307,0
478870,TRIA,535339,535366,535147,0
479198,TRIA,61132,535716,535714,0
479201,TRIA,535713,535715,535603,0
479425,TRIA,535825,535827,535712,0
479428,TRIA,61768,535826,535824,0
479538,TRIA,61974,536494,536467,0
479740,TRIA,536543,536548,536148,0
479852,TRIA,61087,536602,536597,0
479877,TRIA,536629,536656,536202,0
480143,TRIA,537242,537269,536977,0
480345,TRIA,60869,537323,537318,0
480457,TRIA,537372,537377,536923,0
480482,TRIA,62019,537431,537404,0
480696,TRIA,537964,537991,537699,0
480898,TRIA,55678,538045,538040,0
481010,TRIA,538094,538099,537645,0
481035,TRIA,62064,538153,538126,0
482612,DELETE,0,0,0,0
483129,DELETE,0,0,0,0
483221,DELETE,0,0,0,0
483408,TRIA,540933,541058,540931,0
483449,TRIA,541098,540977,540978,0
483544,DELETE,0,0,0,0
483653,DELETE,0,0,0,0
483745,DELETE,0,0,0,0
485167,TRIA,543163,543164,538841,0
485316,DELETE,0,0,0,0
485317,DELETE,0,0,0,0
485318,DELETE,0,0,0,0
485319,DELETE,0,0,0,0
485320,DELETE,0,0,0,0
485321,DELETE,0,0,0,0
485322,DELETE,0,0,0,0
485323,DELETE,0,0,0,0
485324,DELETE,0,0,0,0
485325,DELETE,0,0,0,0
485326,DELETE,0,0,0,0
485734,TRIA,543815,543825,541347,0
485777,TRIA,543854,540931,543864,0
486007,DELETE,0,0,0,0
486327,DELETE,0,0,0,0
486419,DELETE,0,0,0,0
486420,DELETE,0,0,0,0
486479,DELETE,0,0,0,0
486482,DELETE,0,0,0,0
486513,DELETE,0,0,0,0
486966,DELETE,0,0,0,0
491091,DELETE,0,0,0,0
491293,DELETE,0,0,0,0
493125,DELETE,0,0,0,0
494332,DELETE,0,0,0,0
496739,TRIA,556528,556236,541452,0
497057,DELETE,0,0,0,0
497076,TRIA,556732,556639,556740,0
497106,DELETE,0,0,0,0
497824,DELETE,0,0,0,0
498035,DELETE,0,0,0,0
498134,DELETE,0,0,0,0
498342,TRIA,555722,557863,540979,0
498383,TRIA,557903,551820,540932,0
498384,DELETE,0,0,0,0
498683,DELETE,0,0,0,0
499138,DELETE,0,0,0,0
499431,DELETE,0,0,0,0
500004,DELETE,0,0,0,0
511306,DELETE,0,0,0,0
511309,DELETE,0,0,0,0
512837,DELETE,0,0,0,0
512840,DELETE,0,0,0,0
513013,DELETE,0,0,0,0
513191,DELETE,0,0,0,0
514144,DELETE,0,0,0,0
514214,DELETE,0,0,0,0
514389,DELETE,0,0,0,0
514401,DELETE,0,0,0,0
517656,DELETE,0,0,0,0
517666,DELETE,0,0,0,0
517970,DELETE,0,0,0,0
526906,DELETE,0,0,0,0
527451,DELETE,0,0,0,0
527801,DELETE,0,0,0,0
528141,DELETE,0,0,0,0
528481,DELETE,0,0,0,0
528810,DELETE,0,0,0,0
529149,DELETE,0,0,0,0
529488,DELETE,0,0,0,0
530486,DELETE,0,0,0,0
530815,DELETE,0,0,0,0
531165,DELETE,0,0,0,0
531494,DELETE,0,0,0,0
531833,DELETE,0,0,0,0
532183,DELETE,0,0,0,0
533448,DELETE,0,0,0,0
533450,DELETE,0,0,0,0
533511,TRIA,599714,590946,590947,0
533513,DELETE,0,0,0,0
533548,DELETE,0,0,0,0
533549,DELETE,0,0,0,0
533550,DELETE,0,0,0,0
533551,DELETE,0,0,0,0
533552,DELETE,0,0,0,0
533553,DELETE,0,0,0,0
533554,DELETE,0,0,0,0
533555,DELETE,0,0,0,0
533556,DELETE,0,0,0,0
533557,DELETE,0,0,0,0
533558,DELETE,0,0,0,0
533559,DELETE,0,0,0,0
533560,DELETE,0,0,0,0
533561,DELETE,0,0,0,0
533562,DELETE,0,0,0,0
533563,DELETE,0,0,0,0
533564,DELETE,0,0,0,0
533565,DELETE,0,0,0,0
533566,DELETE,0,0,0,0
533567,DELETE,0,0,0,0
533568,DELETE,0,0,0,0
533569,DELETE,0,0,0,0
533570,DELETE,0,0,0,0
533571,DELETE,0,0,0,0
533572,DELETE,0,0,0,0
533573,DELETE,0,0,0,0
533574,DELETE,0,0,0,0
533575,DELETE,0,0,0,0
533576,DELETE,0,0,0,0
533577,DELETE,0,0,0,0
533578,DELETE,0,0,0,0
533579,DELETE,0,0,0,0
533580,DELETE,0,0,0,0
533581,DELETE,0,0,0,0
533582,DELETE,0,0,0,0
533583,DELETE,0,0,0,0
533584,DELETE,0,0,0,0
533585,DELETE,0,0,0,0
533586,DELETE,0,0,0,0
533587,DELETE,0,0,0,0
533588,DELETE,0,0,0,0
533589,DELETE,0,0,0,0
533590,DELETE,0,0,0,0
533591,DELETE,0,0,0,0
533592,DELETE,0,0,0,0
533593,DELETE,0,0,0,0
533594,DELETE,0,0,0,0
533595,DELETE,0,0,0,0
533596,DELETE,0,0,0,0
533597,DELETE,0,0,0,0
533598,DELETE,0,0,0,0
533599,DELETE,0,0,0,0
533600,DELETE,0,0,0,0
533601,DELETE,0,0,0,0
533602,DELETE,0,0,0,0
533603,DELETE,0,0,0,0
533615,DELETE,0,0,0,0
533725,TRIA,577456,591031,600246,0
533727,DELETE,0,0,0,0
533853,DELETE,0,0,0,0
533858,DELETE,0,0,0,0
533869,DELETE,0,0,0,0
533870,DELETE,0,0,0,0
533871,DELETE,0,0,0,0
533872,DELETE,0,0,0,0
533873,DELETE,0,0,0,0
533874,DELETE,0,0,0,0
533875,DELETE,0,0,0,0
533876,DELETE,0,0,0,0
533877,DELETE,0,0,0,0
533878,DELETE,0,0,0,0
533879,DELETE,0,0,0,0
533880,DELETE,0,0,0,0
533881,DELETE,0,0,0,0
533882,DELETE,0,0,0,0
533883,DELETE,0,0,0,0
533884,DELETE,0,0,0,0
533885,DELETE,0,0,0,0
533886,DELETE,0,0,0,0
533887,DELETE,0,0,0,0
533888,DELETE,0,0,0,0
533889,DELETE,0,0,0,0
533890,DELETE,0,0,0,0
533891,DELETE,0,0,0,0
533892,DELETE,0,0,0,0
533893,DELETE,0,0,0,0
533894,DELETE,0,0,0,0
533895,DELETE,0,0,0,0
533896,DELETE,0,0,0,0
533897,DELETE,0,0,0,0
533898,DELETE,0,0,0,0
533899,DELETE,0,0,0,0
533900,DELETE,0,0,0,0
533901,DELETE,0,0,0,0
533902,DELETE,0,0,0,0
533903,DELETE,0,0,0,0
533904,DELETE,0,0,0,0
533905,DELETE,0,0,0,0
533906,DELETE,0,0,0,0
533907,DELETE,0,0,0,0
533908,DELETE,0,0,0,0
533909,DELETE,0,0,0,0
533910,DELETE,0,0,0,0
533911,DELETE,0,0,0,0
533912,DELETE,0,0,0,0
533913,DELETE,0,0,0,0
533914,DELETE,0,0,0,0
533915,DELETE,0,0,0,0
533916,DELETE,0,0,0,0
533917,DELETE,0,0,0,0
533918,DELETE,0,0,0,0
533919,DELETE,0,0,0,0
533920,DELETE,0,0,0,0
533921,DELETE,0,0,0,0
533922,DELETE,0,0,0,0
533923,DELETE,0,0,0,0
533924,DELETE,0,0,0,0
533934,DELETE,0,0,0,0
533985,DELETE,0,0,0,0
533986,DELETE,0,0,0,0
533987,DELETE,0,0,0,0
533988,DELETE,0,0,0,0
533989,DELETE,0,0,0,0
533990,DELETE,0,0,0,0
535321,DELETE,0,0,0,0
535339,DELETE,0,0,0,0
536489,TRIA,604042,208945,604043,0
536719,TRIA,604354,208690,604353,0
551097,REORDER,621092,620941,621091,621093
551107,REORDER,621090,335751,621095,620942
551802,DELETE,0,0,0,0
551806,DELETE,0,0,0,0
551808,TRIA,45965,45966,621602,0
551813,TRIA,621597,45964,621601,0
551819,DELETE,0,0,0,0
551829,DELETE,0,0,0,0
551831,TRIA,621632,621622,45965,0
551834,TRIA,621631,45964,45963,0
551841,DELETE,0,0,0,0
551851,DELETE,0,0,0,0
551856,DELETE,0,0,0,0
551861,DELETE,0,0,0,0
551896,DELETE,0,0,0,0
551900,DELETE,0,0,0,0
552133,TRIA,622154,621725,621727,0
552146,TRIA,621918,621919,622158,0
552316,DELETE,0,0,0,0
552317,DELETE,0,0,0,0
552318,DELETE,0,0,0,0
552319,DELETE,0,0,0,0
552320,DELETE,0,0,0,0
552321,DELETE,0,0,0,0
552340,DELETE,0,0,0,0
552341,DELETE,0,0,0,0
552342,DELETE,0,0,0,0
552343,DELETE,0,0,0,0
552345,DELETE,0,0,0,0
552370,DELETE,0,0,0,0
552379,DELETE,0,0,0,0
552380,DELETE,0,0,0,0
552381,DELETE,0,0,0,0
552382,DELETE,0,0,0,0
552383,DELETE,0,0,0,0
552618,DELETE,0,0,0,0
552626,DELETE,0,0,0,0
552809,TRIA,622322,48307,622666,0
552864,DELETE,0,0,0,0
552868,DELETE,0,0,0,0
552880,DELETE,0,0,0,0
552884,DELETE,0,0,0,0
552896,DELETE,0,0,0,0
552900,DELETE,0,0,0,0
552907,DELETE,0,0,0,0
552917,DELETE,0,0,0,0
552923,DELETE,0,0,0,0
552933,DELETE,0,0,0,0
552939,DELETE,0,0,0,0
552949,DELETE,0,0,0,0
552960,DELETE,0,0,0,0
552964,DELETE,0,0,0,0
552976,DELETE,0,0,0,0
552980,DELETE,0,0,0,0
552992,DELETE,0,0,0,0
552996,DELETE,0,0,0,0
553003,DELETE,0,0,0,0
553013,DELETE,0,0,0,0
553019,DELETE,0,0,0,0
553029,DELETE,0,0,0,0
553035,DELETE,0,0,0,0
553045,DELETE,0,0,0,0
553051,DELETE,0,0,0,0
553061,DELETE,0,0,0,0
553072,DELETE,0,0,0,0
553076,DELETE,0,0,0,0
553088,DELETE,0,0,0,0
553092,DELETE,0,0,0,0
553099,DELETE,0,0,0,0
553109,DELETE,0,0,0,0
553120,DELETE,0,0,0,0
553124,DELETE,0,0,0,0
553131,DELETE,0,0,0,0
553141,DELETE,0,0,0,0
553152,DELETE,0,0,0,0
553156,DELETE,0,0,0,0
553163,DELETE,0,0,0,0
553173,DELETE,0,0,0,0
553184,DELETE,0,0,0,0
553188,DELETE,0,0,0,0
553195,DELETE,0,0,0,0
553205,DELETE,0,0,0,0
553216,DELETE,0,0,0,0
553220,DELETE,0,0,0,0
553227,DELETE,0,0,0,0
553237,DELETE,0,0,0,0
553261,DELETE,0,0,0,0
553288,DELETE,0,0,0,0
553294,DELETE,0,0,0,0
553302,DELETE,0,0,0,0
553320,DELETE,0,0,0,0
553347,DELETE,0,0,0,0
553366,DELETE,0,0,0,0
553393,DELETE,0,0,0,0
553412,DELETE,0,0,0,0
553439,DELETE,0,0,0,0
553458,DELETE,0,0,0,0
553485,DELETE,0,0,0,0
553504,DELETE,0,0,0,0
553531,DELETE,0,0,0,0
553550,DELETE,0,0,0,0
553577,DELETE,0,0,0,0
553585,DELETE,0,0,0,0
553589,DELETE,0,0,0,0
553597,DELETE,0,0,0,0
553602,DELETE,0,0,0,0
553610,DELETE,0,0,0,0
553615,DELETE,0,0,0,0
553623,DELETE,0,0,0,0
553628,DELETE,0,0,0,0
553636,DELETE,0,0,0,0
553641,DELETE,0,0,0,0
553649,DELETE,0,0,0,0
553654,DELETE,0,0,0,0
553662,DELETE,0,0,0,0
553676,DELETE,0,0,0,0
553677,DELETE,0,0,0,0
553678,DELETE,0,0,0,0
553679,DELETE,0,0,0,0
553684,DELETE,0,0,0,0
553689,DELETE,0,0,0,0
553694,DELETE,0,0,0,0
553699,DELETE,0,0,0,0
553704,DELETE,0,0,0,0
553709,DELETE,0,0,0,0
553714,DELETE,0,0,0,0
553719,DELETE,0,0,0,0
553724,DELETE,0,0,0,0
553729,DELETE,0,0,0,0
553734,DELETE,0,0,0,0
553739,DELETE,0,0,0,0
553753,DELETE,0,0,0,0
553758,DELETE,0,0,0,0
553767,DELETE,0,0,0,0
553801,DELETE,0,0,0,0
553809,DELETE,0,0,0,0
553810,DELETE,0,0,0,0
553824,DELETE,0,0,0,0
553829,DELETE,0,0,0,0
553838,DELETE,0,0,0,0
553872,DELETE,0,0,0,0
553880,DELETE,0,0,0,0
553885,DELETE,0,0,0,0
553886,DELETE,0,0,0,0
553900,DELETE,0,0,0,0
553909,DELETE,0,0,0,0
553943,DELETE,0,0,0,0
553951,DELETE,0,0,0,0
553952,DELETE,0,0,0,0
553966,DELETE,0,0,0,0
553975,DELETE,0,0,0,0
554009,DELETE,0,0,0,0
554017,DELETE,0,0,0,0
554018,DELETE,0,0,0,0
554032,DELETE,0,0,0,0
554041,DELETE,0,0,0,0
554075,DELETE,0,0,0,0
554083,DELETE,0,0,0,0
554084,DELETE,0,0,0,0
554098,DELETE,0,0,0,0
554103,DELETE,0,0,0,0
554108,DELETE,0,0,0,0
554117,DELETE,0,0,0,0
554151,DELETE,0,0,0,0
554155,DELETE,0,0,0,0
554158,DELETE,0,0,0,0
554162,DELETE,0,0,0,0
554171,DELETE,0,0,0,0
554176,DELETE,0,0,0,0
554178,DELETE,0,0,0,0
554179,DELETE,0,0,0,0
554378,REORDER,56490,624512,624515,624514
554416,REORDER,624535,56479,624533,624536
555577,TRIA,625773,625370,625372,0
555590,TRIA,625546,625547,625777,0
555759,DELETE,0,0,0,0
556036,DELETE,0,0,0,0
556046,DELETE,0,0,0,0
556193,TRIA,621665,621666,626298,0
556200,DELETE,0,0,0,0
556201,DELETE,0,0,0,0
556202,DELETE,0,0,0,0
556203,DELETE,0,0,0,0
556204,DELETE,0,0,0,0
556205,DELETE,0,0,0,0
556224,DELETE,0,0,0,0
556225,DELETE,0,0,0,0
556226,DELETE,0,0,0,0
556227,DELETE,0,0,0,0
556228,DELETE,0,0,0,0
556229,DELETE,0,0,0,0
556280,DELETE,0,0,0,0
556288,DELETE,0,0,0,0
556289,DELETE,0,0,0,0
556290,DELETE,0,0,0,0
556291,DELETE,0,0,0,0
556292,DELETE,0,0,0,0
556293,DELETE,0,0,0,0
556381,TRIA,626647,626326,626328,0
556394,TRIA,626519,626520,626651,0
556702,TRIA,626881,49076,623585,0
556709,DELETE,0,0,0,0
556710,DELETE,0,0,0,0
556711,DELETE,0,0,0,0
556712,DELETE,0,0,0,0
556713,DELETE,0,0,0,0
556714,DELETE,0,0,0,0
556733,DELETE,0,0,0,0
556734,DELETE,0,0,0,0
556735,DELETE,0,0,0,0
556736,DELETE,0,0,0,0
556738,DELETE,0,0,0,0
556768,DELETE,0,0,0,0
556777,DELETE,0,0,0,0
556778,DELETE,0,0,0,0
556779,DELETE,0,0,0,0
556780,DELETE,0,0,0,0
556781,DELETE,0,0,0,0
556866,DELETE,0,0,0,0
556874,DELETE,0,0,0,0
557197,DELETE,0,0,0,0
557318,TRIA,627587,627282,627284,0
557331,TRIA,627475,627476,627591,0
557524,TRIA,627741,623601,623594,0
557531,DELETE,0,0,0,0
557532,DELETE,0,0,0,0
557533,DELETE,0,0,0,0
557534,DELETE,0,0,0,0
557535,DELETE,0,0,0,0
557536,DELETE,0,0,0,0
557555,DELETE,0,0,0,0
557556,DELETE,0,0,0,0
557557,DELETE,0,0,0,0
557558,DELETE,0,0,0,0
557560,DELETE,0,0,0,0
557720,DELETE,0,0,0,0
557729,DELETE,0,0,0,0
557730,DELETE,0,0,0,0
557731,DELETE,0,0,0,0
557732,DELETE,0,0,0,0
557733,DELETE,0,0,0,0
557823,DELETE,0,0,0,0
557831,DELETE,0,0,0,0
558149,DELETE,0,0,0,0
558444,TRIA,628685,47302,623603,0
558451,DELETE,0,0,0,0
558452,DELETE,0,0,0,0
558453,DELETE,0,0,0,0
558454,DELETE,0,0,0,0
558455,DELETE,0,0,0,0
558456,DELETE,0,0,0,0
558475,DELETE,0,0,0,0
558476,DELETE,0,0,0,0
558477,DELETE,0,0,0,0
558478,DELETE,0,0,0,0
558480,DELETE,0,0,0,0
558618,TRIA,628785,628238,628240,0
558631,TRIA,628431,628432,628789,0
558672,DELETE,0,0,0,0
558681,DELETE,0,0,0,0
558682,DELETE,0,0,0,0
558683,DELETE,0,0,0,0
558684,DELETE,0,0,0,0
558685,DELETE,0,0,0,0
559065,DELETE,0,0,0,0
559073,DELETE,0,0,0,0
559101,DELETE,0,0,0,0
559241,TRIA,629505,54107,623612,0
559248,DELETE,0,0,0,0
559249,DELETE,0,0,0,0
559250,DELETE,0,0,0,0
559251,DELETE,0,0,0,0
559252,DELETE,0,0,0,0
559253,DELETE,0,0,0,0
559272,DELETE,0,0,0,0
559273,DELETE,0,0,0,0
559274,DELETE,0,0,0,0
559275,DELETE,0,0,0,0
559277,DELETE,0,0,0,0
559525,TRIA,629701,629194,629196,0
559538,TRIA,629387,629388,629705,0
559624,DELETE,0,0,0,0
559633,DELETE,0,0,0,0
559634,DELETE,0,0,0,0
559635,DELETE,0,0,0,0
559636,DELETE,0,0,0,0
559637,DELETE,0,0,0,0
560042,DELETE,0,0,0,0
560050,DELETE,0,0,0,0
560053,DELETE,0,0,0,0
560108,TRIA,630402,54261,623621,0
560115,DELETE,0,0,0,0
560116,DELETE,0,0,0,0
560117,DELETE,0,0,0,0
560118,DELETE,0,0,0,0
560119,DELETE,0,0,0,0
560120,DELETE,0,0,0,0
560139,DELETE,0,0,0,0
560140,DELETE,0,0,0,0
560141,DELETE,0,0,0,0
560142,DELETE,0,0,0,0
560144,DELETE,0,0,0,0
560529,DELETE,0,0,0,0
560537,DELETE,0,0,0,0
560574,DELETE,0,0,0,0
560585,DELETE,0,0,0,0
560586,DELETE,0,0,0,0
560587,DELETE,0,0,0,0
560588,DELETE,0,0,0,0
560589,DELETE,0,0,0,0
