ElementID,Action,N1,N2,N3,N4
560986,DELETE,0,0,0,0
560994,DELETE,0,0,0,0
561007,DELETE,0,0,0,0
561067,TRIA,631374,623637,623630,0
561070,DELETE,0,0,0,0
561071,DELETE,0,0,0,0
561072,DELETE,0,0,0,0
561073,DELETE,0,0,0,0
561074,DELETE,0,0,0,0
561099,DELETE,0,0,0,0
561100,DELETE,0,0,0,0
561103,DELETE,0,0,0,0
561491,TRIA,631669,631106,631108,0
561504,TRIA,631299,631300,631673,0
561540,DELETE,0,0,0,0
561552,DELETE,0,0,0,0
561553,DELETE,0,0,0,0
561554,DELETE,0,0,0,0
561558,DELETE,0,0,0,0
561559,DELETE,0,0,0,0
561560,DELETE,0,0,0,0
561574,DELETE,0,0,0,0
561576,DELETE,0,0,0,0
561577,DELETE,0,0,0,0
561578,DELETE,0,0,0,0
561579,DELETE,0,0,0,0
561612,DELETE,0,0,0,0
561613,DELETE,0,0,0,0
561614,DELETE,0,0,0,0
561615,DELETE,0,0,0,0
562016,TRIA,631108,631107,632093,0
562029,TRIA,632097,631725,631299,0
562071,DELETE,0,0,0,0
562072,DELETE,0,0,0,0
562073,DELETE,0,0,0,0
562081,DELETE,0,0,0,0
562082,DELETE,0,0,0,0
562083,DELETE,0,0,0,0
562302,DELETE,0,0,0,0
562308,DELETE,0,0,0,0
562498,DELETE,0,0,0,0
562759,DELETE,0,0,0,0
562769,DELETE,0,0,0,0
562886,TRIA,623765,623766,633000,0
562893,DELETE,0,0,0,0
562894,DELETE,0,0,0,0
562895,DELETE,0,0,0,0
562896,DELETE,0,0,0,0
562897,DELETE,0,0,0,0
562898,DELETE,0,0,0,0
562917,DELETE,0,0,0,0
562918,DELETE,0,0,0,0
562919,DELETE,0,0,0,0
562920,DELETE,0,0,0,0
562921,DELETE,0,0,0,0
562922,DELETE,0,0,0,0
563023,DELETE,0,0,0,0
563031,DELETE,0,0,0,0
563032,DELETE,0,0,0,0
563033,DELETE,0,0,0,0
563034,DELETE,0,0,0,0
563035,DELETE,0,0,0,0
563036,DELETE,0,0,0,0
563130,TRIA,633359,633068,633070,0
563143,TRIA,633244,633245,633363,0
563457,DELETE,0,0,0,0
563593,TRIA,633070,633069,633750,0
563606,TRIA,633754,633638,633244,0
563844,TRIA,623843,623844,633968,0
563851,DELETE,0,0,0,0
563852,DELETE,0,0,0,0
563853,DELETE,0,0,0,0
563854,DELETE,0,0,0,0
563855,DELETE,0,0,0,0
563856,DELETE,0,0,0,0
563875,DELETE,0,0,0,0
563876,DELETE,0,0,0,0
563877,DELETE,0,0,0,0
563878,DELETE,0,0,0,0
563879,DELETE,0,0,0,0
563880,DELETE,0,0,0,0
563980,DELETE,0,0,0,0
563984,DELETE,0,0,0,0
563985,DELETE,0,0,0,0
563986,DELETE,0,0,0,0
563987,DELETE,0,0,0,0
563988,DELETE,0,0,0,0
563989,DELETE,0,0,0,0
564129,DELETE,0,0,0,0
564135,DELETE,0,0,0,0
564330,DELETE,0,0,0,0
564591,DELETE,0,0,0,0
564601,DELETE,0,0,0,0
564793,TRIA,623921,623922,634918,0
564800,DELETE,0,0,0,0
564801,DELETE,0,0,0,0
564802,DELETE,0,0,0,0
564803,DELETE,0,0,0,0
564804,DELETE,0,0,0,0
564805,DELETE,0,0,0,0
564824,DELETE,0,0,0,0
564825,DELETE,0,0,0,0
564826,DELETE,0,0,0,0
564827,DELETE,0,0,0,0
564828,DELETE,0,0,0,0
564829,DELETE,0,0,0,0
564930,DELETE,0,0,0,0
564938,DELETE,0,0,0,0
564939,DELETE,0,0,0,0
564940,DELETE,0,0,0,0
564941,DELETE,0,0,0,0
564942,DELETE,0,0,0,0
564943,DELETE,0,0,0,0
565347,TRIA,635501,634978,634980,0
565360,TRIA,635154,635155,635505,0
565364,TRIA,635518,55232,55233,0
565421,DELETE,0,0,0,0
565422,DELETE,0,0,0,0
565423,DELETE,0,0,0,0
565424,DELETE,0,0,0,0
565425,DELETE,0,0,0,0
565426,DELETE,0,0,0,0
565445,DELETE,0,0,0,0
565446,DELETE,0,0,0,0
565447,DELETE,0,0,0,0
565448,DELETE,0,0,0,0
565449,DELETE,0,0,0,0
565450,DELETE,0,0,0,0
565848,TRIA,634980,634979,635914,0
565861,TRIA,635918,635548,635154,0
565887,DELETE,0,0,0,0
565891,DELETE,0,0,0,0
565892,DELETE,0,0,0,0
565893,DELETE,0,0,0,0
565894,DELETE,0,0,0,0
565895,DELETE,0,0,0,0
565896,DELETE,0,0,0,0
566231,DELETE,0,0,0,0
566237,DELETE,0,0,0,0
566312,TRIA,636470,54850,54851,0
566693,DELETE,0,0,0,0
566703,DELETE,0,0,0,0
566737,DELETE,0,0,0,0
566738,DELETE,0,0,0,0
566739,DELETE,0,0,0,0
566740,DELETE,0,0,0,0
566741,DELETE,0,0,0,0
566742,DELETE,0,0,0,0
566761,DELETE,0,0,0,0
566762,DELETE,0,0,0,0
566763,DELETE,0,0,0,0
566764,DELETE,0,0,0,0
566765,DELETE,0,0,0,0
566766,DELETE,0,0,0,0
566837,DELETE,0,0,0,0
566845,DELETE,0,0,0,0
566846,DELETE,0,0,0,0
566847,DELETE,0,0,0,0
566848,DELETE,0,0,0,0
566849,DELETE,0,0,0,0
566850,DELETE,0,0,0,0
567199,TRIA,637379,636998,637000,0
567212,TRIA,636981,636982,637383,0
567232,DELETE,0,0,0,0
567233,DELETE,0,0,0,0
567234,DELETE,0,0,0,0
567235,DELETE,0,0,0,0
567236,DELETE,0,0,0,0
567267,DELETE,0,0,0,0
567268,DELETE,0,0,0,0
567269,DELETE,0,0,0,0
567270,DELETE,0,0,0,0
567355,DELETE,0,0,0,0
567356,DELETE,0,0,0,0
567357,DELETE,0,0,0,0
567365,DELETE,0,0,0,0
567366,DELETE,0,0,0,0
567367,DELETE,0,0,0,0
567633,TRIA,624169,624170,637756,0
567636,DELETE,0,0,0,0
567637,DELETE,0,0,0,0
567638,DELETE,0,0,0,0
567639,DELETE,0,0,0,0
567640,DELETE,0,0,0,0
567665,DELETE,0,0,0,0
567666,DELETE,0,0,0,0
567667,DELETE,0,0,0,0
567668,DELETE,0,0,0,0
567669,DELETE,0,0,0,0
567776,TRIA,637000,636999,637842,0
567789,TRIA,637846,637488,636981,0
567855,DELETE,0,0,0,0
567863,DELETE,0,0,0,0
567864,DELETE,0,0,0,0
567865,DELETE,0,0,0,0
567868,DELETE,0,0,0,0
567869,DELETE,0,0,0,0
567870,DELETE,0,0,0,0
568173,TRIA,638134,638135,638417,0
568186,TRIA,638421,638151,638153,0
568211,DELETE,0,0,0,0
568221,DELETE,0,0,0,0
568549,TRIA,638153,638152,638749,0
568563,TRIA,638753,638621,638134,0
568698,DELETE,0,0,0,0
568708,DELETE,0,0,0,0
569077,TRIA,639330,638968,638970,0
569090,TRIA,639129,639130,639334,0
569256,DELETE,0,0,0,0
569263,DELETE,0,0,0,0
569511,TRIA,639697,639520,639040,0
569524,TRIA,639059,639058,639701,0
569683,TRIA,639821,639504,639129,0
569696,TRIA,638970,638969,639825,0
569778,DELETE,0,0,0,0
569783,DELETE,0,0,0,0
569801,DELETE,0,0,0,0
569814,DELETE,0,0,0,0
569818,DELETE,0,0,0,0
569827,DELETE,0,0,0,0
570334,TRIA,640733,82796,640732,0
572444,DELETE,0,0,0,0
572449,DELETE,0,0,0,0
572497,DELETE,0,0,0,0
572502,DELETE,0,0,0,0
572994,DELETE,0,0,0,0
572999,DELETE,0,0,0,0
573057,DELETE,0,0,0,0
573062,DELETE,0,0,0,0
587071,DELETE,0,0,0,0
587074,DELETE,0,0,0,0
587414,DELETE,0,0,0,0
587417,DELETE,0,0,0,0
587667,DELETE,0,0,0,0
587670,DELETE,0,0,0,0
587940,DELETE,0,0,0,0
587943,DELETE,0,0,0,0
590506,DELETE,0,0,0,0
590786,TRIA,660887,661649,661387,0
590788,DELETE,0,0,0,0
590809,DELETE,0,0,0,0
591118,DELETE,0,0,0,0
591119,DELETE,0,0,0,0
591120,DELETE,0,0,0,0
591121,DELETE,0,0,0,0
591122,DELETE,0,0,0,0
591123,DELETE,0,0,0,0
591124,DELETE,0,0,0,0
591125,DELETE,0,0,0,0
591138,DELETE,0,0,0,0
591152,DELETE,0,0,0,0
591153,DELETE,0,0,0,0
591154,DELETE,0,0,0,0
591158,DELETE,0,0,0,0
591160,DELETE,0,0,0,0
591177,DELETE,0,0,0,0
591576,TRIA,661939,662532,662229,0
591578,DELETE,0,0,0,0
591599,DELETE,0,0,0,0
591791,DELETE,0,0,0,0
591792,DELETE,0,0,0,0
591793,DELETE,0,0,0,0
591794,DELETE,0,0,0,0
591795,DELETE,0,0,0,0
591796,DELETE,0,0,0,0
591797,DELETE,0,0,0,0
591798,DELETE,0,0,0,0
591810,DELETE,0,0,0,0
592396,DELETE,0,0,0,0
592397,DELETE,0,0,0,0
592398,DELETE,0,0,0,0
592415,DELETE,0,0,0,0
592432,DELETE,0,0,0,0
592776,DELETE,0,0,0,0
592821,DELETE,0,0,0,0
592893,DELETE,0,0,0,0
593183,DELETE,0,0,0,0
593261,DELETE,0,0,0,0
593272,DELETE,0,0,0,0
593273,DELETE,0,0,0,0
593274,DELETE,0,0,0,0
593275,DELETE,0,0,0,0
593276,DELETE,0,0,0,0
593277,DELETE,0,0,0,0
593278,DELETE,0,0,0,0
593279,DELETE,0,0,0,0
593280,DELETE,0,0,0,0
593281,DELETE,0,0,0,0
593282,DELETE,0,0,0,0
593289,DELETE,0,0,0,0
593290,DELETE,0,0,0,0
593297,DELETE,0,0,0,0
593509,DELETE,0,0,0,0
593546,TRIA,663751,664476,664184,0
593594,DELETE,0,0,0,0
593596,DELETE,0,0,0,0
593597,DELETE,0,0,0,0
593598,DELETE,0,0,0,0
593599,DELETE,0,0,0,0
593600,DELETE,0,0,0,0
593601,DELETE,0,0,0,0
593602,DELETE,0,0,0,0
593603,DELETE,0,0,0,0
593604,DELETE,0,0,0,0
593605,DELETE,0,0,0,0
593612,DELETE,0,0,0,0
593613,DELETE,0,0,0,0
593620,DELETE,0,0,0,0
594025,DELETE,0,0,0,0
594405,DELETE,0,0,0,0
594487,DELETE,0,0,0,0
594507,DELETE,0,0,0,0
594796,DELETE,0,0,0,0
594802,TRIA,665555,665994,665913,0
594831,TRIA,665886,666002,665570,0
595144,DELETE,0,0,0,0
595145,DELETE,0,0,0,0
595146,DELETE,0,0,0,0
595147,TRIA,666146,666147,538818,0
595176,DELETE,0,0,0,0
595181,DELETE,0,0,0,0
595187,DELETE,0,0,0,0
595188,DELETE,0,0,0,0
595221,DELETE,0,0,0,0
595224,DELETE,0,0,0,0
595246,DELETE,0,0,0,0
595249,DELETE,0,0,0,0
595271,DELETE,0,0,0,0
595274,DELETE,0,0,0,0
595296,DELETE,0,0,0,0
595299,DELETE,0,0,0,0
595331,DELETE,0,0,0,0
595332,DELETE,0,0,0,0
595356,DELETE,0,0,0,0
595357,DELETE,0,0,0,0
595384,DELETE,0,0,0,0
595387,DELETE,0,0,0,0
595413,DELETE,0,0,0,0
595420,DELETE,0,0,0,0
595421,DELETE,0,0,0,0
595422,DELETE,0,0,0,0
595423,DELETE,0,0,0,0
595424,DELETE,0,0,0,0
595425,DELETE,0,0,0,0
595426,DELETE,0,0,0,0
595427,DELETE,0,0,0,0
595428,DELETE,0,0,0,0
595429,DELETE,0,0,0,0
595433,DELETE,0,0,0,0
596976,DELETE,0,0,0,0
596977,DELETE,0,0,0,0
596978,DELETE,0,0,0,0
597237,DELETE,0,0,0,0
597628,DELETE,0,0,0,0
597645,DELETE,0,0,0,0
597890,TRIA,637000,636999,669193,0
597903,TRIA,669197,637488,636981,0
597946,TRIA,624169,624170,669255,0
597953,DELETE,0,0,0,0
597954,DELETE,0,0,0,0
597955,DELETE,0,0,0,0
597956,DELETE,0,0,0,0
597957,DELETE,0,0,0,0
597958,DELETE,0,0,0,0
597977,DELETE,0,0,0,0
597978,DELETE,0,0,0,0
597979,DELETE,0,0,0,0
597980,DELETE,0,0,0,0
597981,DELETE,0,0,0,0
597982,DELETE,0,0,0,0
598131,DELETE,0,0,0,0
598132,DELETE,0,0,0,0
598133,DELETE,0,0,0,0
598134,DELETE,0,0,0,0
598135,DELETE,0,0,0,0
598136,DELETE,0,0,0,0
598143,DELETE,0,0,0,0
598144,DELETE,0,0,0,0
598145,DELETE,0,0,0,0
598146,DELETE,0,0,0,0
598147,DELETE,0,0,0,0
598148,DELETE,0,0,0,0
598149,DELETE,0,0,0,0
598150,DELETE,0,0,0,0
598151,DELETE,0,0,0,0
598152,DELETE,0,0,0,0
598153,DELETE,0,0,0,0
598154,DELETE,0,0,0,0
598155,DELETE,0,0,0,0
598156,DELETE,0,0,0,0
598157,DELETE,0,0,0,0
598158,DELETE,0,0,0,0
598159,DELETE,0,0,0,0
598160,DELETE,0,0,0,0
598161,DELETE,0,0,0,0
598162,DELETE,0,0,0,0
598163,DELETE,0,0,0,0
598164,DELETE,0,0,0,0
598165,DELETE,0,0,0,0
598166,DELETE,0,0,0,0
598167,DELETE,0,0,0,0
598168,DELETE,0,0,0,0
598169,DELETE,0,0,0,0
598170,DELETE,0,0,0,0
598171,DELETE,0,0,0,0
598172,DELETE,0,0,0,0
598173,DELETE,0,0,0,0
598174,DELETE,0,0,0,0
598175,DELETE,0,0,0,0
598176,DELETE,0,0,0,0
598177,DELETE,0,0,0,0
598178,DELETE,0,0,0,0
598179,DELETE,0,0,0,0
598180,DELETE,0,0,0,0
598181,DELETE,0,0,0,0
598182,DELETE,0,0,0,0
598183,DELETE,0,0,0,0
598184,DELETE,0,0,0,0
598185,DELETE,0,0,0,0
598186,DELETE,0,0,0,0
598187,DELETE,0,0,0,0
598188,DELETE,0,0,0,0
598189,DELETE,0,0,0,0
598190,DELETE,0,0,0,0
598191,DELETE,0,0,0,0
598192,DELETE,0,0,0,0
598193,DELETE,0,0,0,0
598194,DELETE,0,0,0,0
598195,DELETE,0,0,0,0
598196,DELETE,0,0,0,0
598197,DELETE,0,0,0,0
598198,DELETE,0,0,0,0
598199,DELETE,0,0,0,0
598200,DELETE,0,0,0,0
598201,DELETE,0,0,0,0
598202,DELETE,0,0,0,0
598203,DELETE,0,0,0,0
598204,DELETE,0,0,0,0
598205,DELETE,0,0,0,0
598206,DELETE,0,0,0,0
598207,DELETE,0,0,0,0
598208,DELETE,0,0,0,0
598209,DELETE,0,0,0,0
598210,DELETE,0,0,0,0
598211,DELETE,0,0,0,0
598212,DELETE,0,0,0,0
598213,DELETE,0,0,0,0
598214,DELETE,0,0,0,0
598215,DELETE,0,0,0,0
598216,DELETE,0,0,0,0
598217,DELETE,0,0,0,0
598218,DELETE,0,0,0,0
598219,DELETE,0,0,0,0
598220,DELETE,0,0,0,0
598221,DELETE,0,0,0,0
598222,DELETE,0,0,0,0
598223,DELETE,0,0,0,0
598224,DELETE,0,0,0,0
598225,DELETE,0,0,0,0
598226,DELETE,0,0,0,0
598227,DELETE,0,0,0,0
598228,DELETE,0,0,0,0
598229,DELETE,0,0,0,0
598230,DELETE,0,0,0,0
598231,DELETE,0,0,0,0
598232,DELETE,0,0,0,0
598233,DELETE,0,0,0,0
598234,DELETE,0,0,0,0
598235,DELETE,0,0,0,0
598236,DELETE,0,0,0,0
598237,DELETE,0,0,0,0
598238,DELETE,0,0,0,0
598239,DELETE,0,0,0,0
598240,DELETE,0,0,0,0
598241,DELETE,0,0,0,0
598242,DELETE,0,0,0,0
598243,DELETE,0,0,0,0
598244,DELETE,0,0,0,0
598245,DELETE,0,0,0,0
598246,DELETE,0,0,0,0
598247,DELETE,0,0,0,0
598248,DELETE,0,0,0,0
598249,DELETE,0,0,0,0
598250,DELETE,0,0,0,0
598251,DELETE,0,0,0,0
598252,DELETE,0,0,0,0
598253,DELETE,0,0,0,0
598254,DELETE,0,0,0,0
598255,DELETE,0,0,0,0
598256,DELETE,0,0,0,0
598257,DELETE,0,0,0,0
598258,DELETE,0,0,0,0
598259,DELETE,0,0,0,0
598260,DELETE,0,0,0,0
598261,DELETE,0,0,0,0
598262,DELETE,0,0,0,0
598263,DELETE,0,0,0,0
598264,DELETE,0,0,0,0
598265,DELETE,0,0,0,0
598266,DELETE,0,0,0,0
598267,DELETE,0,0,0,0
598268,DELETE,0,0,0,0
598269,DELETE,0,0,0,0
598270,DELETE,0,0,0,0
598271,DELETE,0,0,0,0
598272,DELETE,0,0,0,0
598273,DELETE,0,0,0,0
598274,DELETE,0,0,0,0
598275,DELETE,0,0,0,0
598276,DELETE,0,0,0,0
598277,DELETE,0,0,0,0
598278,DELETE,0,0,0,0
598279,DELETE,0,0,0,0
598280,DELETE,0,0,0,0
598281,DELETE,0,0,0,0
599418,DELETE,0,0,0,0
599419,DELETE,0,0,0,0
599420,DELETE,0,0,0,0
599421,DELETE,0,0,0,0
599422,DELETE,0,0,0,0
599423,DELETE,0,0,0,0
599424,DELETE,0,0,0,0
599425,DELETE,0,0,0,0
599426,DELETE,0,0,0,0
599427,DELETE,0,0,0,0
599428,DELETE,0,0,0,0
599429,DELETE,0,0,0,0
599430,DELETE,0,0,0,0
599431,DELETE,0,0,0,0
599432,DELETE,0,0,0,0
599433,DELETE,0,0,0,0
599434,DELETE,0,0,0,0
599435,DELETE,0,0,0,0
599436,DELETE,0,0,0,0
599437,DELETE,0,0,0,0
599438,DELETE,0,0,0,0
599439,DELETE,0,0,0,0
599440,DELETE,0,0,0,0
599441,DELETE,0,0,0,0
599442,DELETE,0,0,0,0
599443,DELETE,0,0,0,0
599444,DELETE,0,0,0,0
599445,DELETE,0,0,0,0
599446,DELETE,0,0,0,0
599447,DELETE,0,0,0,0
599448,DELETE,0,0,0,0
599449,DELETE,0,0,0,0
599450,DELETE,0,0,0,0
599451,DELETE,0,0,0,0
599452,DELETE,0,0,0,0
599453,DELETE,0,0,0,0
599454,DELETE,0,0,0,0
599455,DELETE,0,0,0,0
599456,DELETE,0,0,0,0
599457,DELETE,0,0,0,0
599458,DELETE,0,0,0,0
599459,DELETE,0,0,0,0
599460,DELETE,0,0,0,0
599461,DELETE,0,0,0,0
599462,DELETE,0,0,0,0
599463,DELETE,0,0,0,0
599464,DELETE,0,0,0,0
599465,DELETE,0,0,0,0
599466,DELETE,0,0,0,0
599467,DELETE,0,0,0,0
599468,DELETE,0,0,0,0
599469,DELETE,0,0,0,0
599470,DELETE,0,0,0,0
599471,DELETE,0,0,0,0
599472,DELETE,0,0,0,0
599473,DELETE,0,0,0,0
599474,DELETE,0,0,0,0
599475,DELETE,0,0,0,0
599476,DELETE,0,0,0,0
599477,DELETE,0,0,0,0
599478,DELETE,0,0,0,0
599479,DELETE,0,0,0,0
599480,DELETE,0,0,0,0
599481,DELETE,0,0,0,0
599482,DELETE,0,0,0,0
599483,DELETE,0,0,0,0
599484,DELETE,0,0,0,0
599485,DELETE,0,0,0,0
599486,DELETE,0,0,0,0
599487,DELETE,0,0,0,0
599488,DELETE,0,0,0,0
599489,DELETE,0,0,0,0
599490,DELETE,0,0,0,0
599491,DELETE,0,0,0,0
599492,DELETE,0,0,0,0
599493,DELETE,0,0,0,0
599494,DELETE,0,0,0,0
599495,DELETE,0,0,0,0
599496,DELETE,0,0,0,0
599497,DELETE,0,0,0,0
599498,DELETE,0,0,0,0
599499,DELETE,0,0,0,0
599500,DELETE,0,0,0,0
599501,DELETE,0,0,0,0
599502,DELETE,0,0,0,0
599503,DELETE,0,0,0,0
599504,DELETE,0,0,0,0
599505,DELETE,0,0,0,0
599506,DELETE,0,0,0,0
599507,DELETE,0,0,0,0
599508,DELETE,0,0,0,0
599509,DELETE,0,0,0,0
599510,DELETE,0,0,0,0
599511,DELETE,0,0,0,0
599512,DELETE,0,0,0,0
599513,DELETE,0,0,0,0
599514,DELETE,0,0,0,0
599515,DELETE,0,0,0,0
599516,DELETE,0,0,0,0
599517,DELETE,0,0,0,0
599518,DELETE,0,0,0,0
599519,DELETE,0,0,0,0
599520,DELETE,0,0,0,0
599521,DELETE,0,0,0,0
599522,DELETE,0,0,0,0
599523,DELETE,0,0,0,0
599524,DELETE,0,0,0,0
599525,DELETE,0,0,0,0
599526,DELETE,0,0,0,0
599527,DELETE,0,0,0,0
599528,DELETE,0,0,0,0
599529,DELETE,0,0,0,0
599530,DELETE,0,0,0,0
599531,DELETE,0,0,0,0
599532,DELETE,0,0,0,0
599533,DELETE,0,0,0,0
599534,DELETE,0,0,0,0
599535,DELETE,0,0,0,0
599536,DELETE,0,0,0,0
599537,DELETE,0,0,0,0
599538,DELETE,0,0,0,0
599539,DELETE,0,0,0,0
599540,DELETE,0,0,0,0
599541,DELETE,0,0,0,0
599542,DELETE,0,0,0,0
599543,DELETE,0,0,0,0
599544,DELETE,0,0,0,0
599545,DELETE,0,0,0,0
599546,DELETE,0,0,0,0
599547,DELETE,0,0,0,0
599548,DELETE,0,0,0,0
599549,DELETE,0,0,0,0
599550,DELETE,0,0,0,0
599551,DELETE,0,0,0,0
599552,DELETE,0,0,0,0
599553,DELETE,0,0,0,0
599554,DELETE,0,0,0,0
599555,DELETE,0,0,0,0
599556,DELETE,0,0,0,0
600913,DELETE,0,0,0,0
600914,DELETE,0,0,0,0
600915,DELETE,0,0,0,0
600916,DELETE,0,0,0,0
600917,DELETE,0,0,0,0
600918,DELETE,0,0,0,0
600919,DELETE,0,0,0,0
600920,DELETE,0,0,0,0
600921,DELETE,0,0,0,0
600922,DELETE,0,0,0,0
600923,DELETE,0,0,0,0
600924,DELETE,0,0,0,0
600925,DELETE,0,0,0,0
600926,DELETE,0,0,0,0
600927,DELETE,0,0,0,0
600928,DELETE,0,0,0,0
600929,DELETE,0,0,0,0
600930,DELETE,0,0,0,0
600931,DELETE,0,0,0,0
600932,DELETE,0,0,0,0
600933,DELETE,0,0,0,0
600934,DELETE,0,0,0,0
600935,DELETE,0,0,0,0
600936,DELETE,0,0,0,0
600937,DELETE,0,0,0,0
600938,DELETE,0,0,0,0
600939,DELETE,0,0,0,0
600940,DELETE,0,0,0,0
600941,DELETE,0,0,0,0
600942,DELETE,0,0,0,0
600943,DELETE,0,0,0,0
600944,DELETE,0,0,0,0
600945,DELETE,0,0,0,0
600946,DELETE,0,0,0,0
600947,DELETE,0,0,0,0
600948,DELETE,0,0,0,0
600949,DELETE,0,0,0,0
600950,DELETE,0,0,0,0
600951,DELETE,0,0,0,0
600952,DELETE,0,0,0,0
600953,DELETE,0,0,0,0
600954,DELETE,0,0,0,0
600955,DELETE,0,0,0,0
600956,DELETE,0,0,0,0
600957,DELETE,0,0,0,0
600958,DELETE,0,0,0,0
600959,DELETE,0,0,0,0
600960,DELETE,0,0,0,0
600961,DELETE,0,0,0,0
600962,DELETE,0,0,0,0
600963,DELETE,0,0,0,0
600964,DELETE,0,0,0,0
600965,DELETE,0,0,0,0
600966,DELETE,0,0,0,0
600967,DELETE,0,0,0,0
600968,DELETE,0,0,0,0
600969,DELETE,0,0,0,0
600970,DELETE,0,0,0,0
600971,DELETE,0,0,0,0
600972,DELETE,0,0,0,0
600973,DELETE,0,0,0,0
600974,DELETE,0,0,0,0
600975,DELETE,0,0,0,0
600976,DELETE,0,0,0,0
600977,DELETE,0,0,0,0
600978,DELETE,0,0,0,0
600979,DELETE,0,0,0,0
600980,DELETE,0,0,0,0
600981,DELETE,0,0,0,0
600982,DELETE,0,0,0,0
600983,DELETE,0,0,0,0
600984,DELETE,0,0,0,0
600985,DELETE,0,0,0,0
600986,DELETE,0,0,0,0
600987,DELETE,0,0,0,0
600988,DELETE,0,0,0,0
600989,DELETE,0,0,0,0
600990,DELETE,0,0,0,0
600991,DELETE,0,0,0,0
600992,DELETE,0,0,0,0
600993,DELETE,0,0,0,0
600994,DELETE,0,0,0,0
600995,DELETE,0,0,0,0
600996,DELETE,0,0,0,0
600997,DELETE,0,0,0,0
600998,DELETE,0,0,0,0
600999,DELETE,0,0,0,0
601000,DELETE,0,0,0,0
601001,DELETE,0,0,0,0
601002,DELETE,0,0,0,0
601003,DELETE,0,0,0,0
601004,DELETE,0,0,0,0
601005,DELETE,0,0,0,0
601006,DELETE,0,0,0,0
601007,DELETE,0,0,0,0
601008,DELETE,0,0,0,0
601009,DELETE,0,0,0,0
601010,DELETE,0,0,0,0
601011,DELETE,0,0,0,0
601012,DELETE,0,0,0,0
601013,DELETE,0,0,0,0
601014,DELETE,0,0,0,0
601015,DELETE,0,0,0,0
601016,DELETE,0,0,0,0
601017,DELETE,0,0,0,0
601018,DELETE,0,0,0,0
601019,DELETE,0,0,0,0
601020,DELETE,0,0,0,0
601021,DELETE,0,0,0,0
601022,DELETE,0,0,0,0
601023,DELETE,0,0,0,0
601024,DELETE,0,0,0,0
601025,DELETE,0,0,0,0
601026,DELETE,0,0,0,0
601027,DELETE,0,0,0,0
601028,DELETE,0,0,0,0
601029,DELETE,0,0,0,0
601030,DELETE,0,0,0,0
601031,DELETE,0,0,0,0
601032,DELETE,0,0,0,0
601033,DELETE,0,0,0,0
601034,DELETE,0,0,0,0
601035,DELETE,0,0,0,0
601036,DELETE,0,0,0,0
601037,DELETE,0,0,0,0
601038,DELETE,0,0,0,0
601039,DELETE,0,0,0,0
601040,DELETE,0,0,0,0
601041,DELETE,0,0,0,0
601042,DELETE,0,0,0,0
601043,DELETE,0,0,0,0
601044,DELETE,0,0,0,0
601045,DELETE,0,0,0,0
601046,DELETE,0,0,0,0
601047,DELETE,0,0,0,0
601048,DELETE,0,0,0,0
601049,DELETE,0,0,0,0
601050,DELETE,0,0,0,0
601051,DELETE,0,0,0,0
603764,DELETE,0,0,0,0
603765,DELETE,0,0,0,0
603766,DELETE,0,0,0,0
603767,DELETE,0,0,0,0
603768,DELETE,0,0,0,0
603769,DELETE,0,0,0,0
603770,DELETE,0,0,0,0
603771,DELETE,0,0,0,0
603772,DELETE,0,0,0,0
603773,DELETE,0,0,0,0
603774,DELETE,0,0,0,0
603775,DELETE,0,0,0,0
603776,DELETE,0,0,0,0
603777,DELETE,0,0,0,0
603778,DELETE,0,0,0,0
603779,DELETE,0,0,0,0
603780,DELETE,0,0,0,0
603781,DELETE,0,0,0,0
603782,DELETE,0,0,0,0
603783,DELETE,0,0,0,0
603784,DELETE,0,0,0,0
603785,DELETE,0,0,0,0
603786,DELETE,0,0,0,0
603787,DELETE,0,0,0,0
603788,DELETE,0,0,0,0
603789,DELETE,0,0,0,0
603790,DELETE,0,0,0,0
603791,DELETE,0,0,0,0
603792,DELETE,0,0,0,0
603793,DELETE,0,0,0,0
603794,DELETE,0,0,0,0
603795,DELETE,0,0,0,0
603796,DELETE,0,0,0,0
603797,DELETE,0,0,0,0
603798,DELETE,0,0,0,0
603799,DELETE,0,0,0,0
603800,DELETE,0,0,0,0
603801,DELETE,0,0,0,0
603802,DELETE,0,0,0,0
603803,DELETE,0,0,0,0
603804,DELETE,0,0,0,0
603805,DELETE,0,0,0,0
603806,DELETE,0,0,0,0
603807,DELETE,0,0,0,0
603808,DELETE,0,0,0,0
603809,DELETE,0,0,0,0
603810,DELETE,0,0,0,0
603811,DELETE,0,0,0,0
603812,DELETE,0,0,0,0
603813,DELETE,0,0,0,0
603814,DELETE,0,0,0,0
603815,DELETE,0,0,0,0
603816,DELETE,0,0,0,0
603817,DELETE,0,0,0,0
603818,DELETE,0,0,0,0
603819,DELETE,0,0,0,0
603820,DELETE,0,0,0,0
603821,DELETE,0,0,0,0
603822,DELETE,0,0,0,0
603823,DELETE,0,0,0,0
603824,DELETE,0,0,0,0
603825,DELETE,0,0,0,0
603826,DELETE,0,0,0,0
603827,DELETE,0,0,0,0
603828,DELETE,0,0,0,0
603829,DELETE,0,0,0,0
603830,DELETE,0,0,0,0
603831,DELETE,0,0,0,0
603832,DELETE,0,0,0,0
603833,DELETE,0,0,0,0
603834,DELETE,0,0,0,0
603835,DELETE,0,0,0,0
